cik,sic2,op_income_loss_cy2025q1,revenues_cy2025q1,revenues_cy2026q1,opmargin_cy2025q1_level,prior_year_opmargin_level_rank,gross_profit_cy2025q1,gross_profit_cy2026q1,ocf_cy2025q1,ocf_cy2026q1,assets_cy2024q4i,assets_cy2025q1i,assets_cy2025q4i,assets_cy2026q1i
0001745999,28,-119286000.00,7470000.00,31738000.00,-15.968675,433.0,,,-103884000.00,-128513000.00,1103824000.00,1466920000.00,1481177000.00,1480798000.00
0001746618,59,14688000.00,296709000.00,342880000.00,0.049503,472.0,154286000.00,180615000.00,45145000.00,49420000.00,665547000.00,713905000.00,765001000.00,821401000.00
0001747079,70,-1810000.00,368694000.00,755722000.00,-0.004909,2375.0,,,42001000.00,-145021000.00,5860137000.00,7491730000.00,11230376000.00,10930062000.00
0001748137,36,-1370970.00,2014105.00,2023718.00,-0.680684,652.0,514508.00,927823.00,,,4018118.00,5711691.00,10113366.00,25664322.00
0001748790,39,313000000.00,3333000000.00,5914000000.00,0.093909,2259.0,654000000.00,1190000000.00,,,16165000000.00,18042000000.00,37046000000.00,37582000000.00
0001748824,62,31900000.00,119900000.00,167000000.00,0.266055,2070.0,,,-48800000.00,-44900000.00,703200000.00,677300000.00,677000000.00,715400000.00
0001749723,49,-12519000.00,472282000.00,226953000.00,-0.026507,2059.0,,,-7237000.00,-118902000.00,12923225000.00,13082391000.00,10555623000.00,10394338000.00
0001750106,65,-3932118.00,1068303.00,980778.00,-3.680714,2679.0,290774.00,275110.00,-3756154.00,-1491037.00,96761977.00,90464745.00,136587114.00,131741859.00
0001750155,01,-5348000.00,12262000.00,11159000.00,-0.436144,2121.0,6230000.00,5204000.00,-2768000.00,-2779000.00,113442000.00,108023000.00,75273000.00,70687000.00
0001750704,73,-2058000.00,23002000.00,49798000.00,-0.089470,1446.0,,,-7478000.00,-3274000.00,,,489940000.00,490468000.00
0001751008,73,839982000.00,1158974000.00,1842449000.00,0.724763,1040.0,,,831712000.00,1291393000.00,5869259000.00,5706701000.00,7259610000.00,7707705000.00
0001753162,65,-4424000.00,93135000.00,86401000.00,-0.047501,2112.0,,,-5733000.00,-99000.00,75397000.00,81017000.00,78044000.00,72099000.00
0001753539,36,-11979000.00,29544000.00,20774000.00,-0.405463,635.0,,,27245000.00,-2356000.00,254146000.00,284865000.00,386246000.00,371748000.00
0001754170,50,-6647000.00,65776000.00,70614000.00,-0.101055,2308.0,17965000.00,18881000.00,-45221000.00,-26663000.00,604723000.00,646053000.00,640472000.00,668066000.00
0001754195,28,33326000.00,297760000.00,286754000.00,0.111922,207.0,183219000.00,170081000.00,51129000.00,55706000.00,2870269000.00,2887641000.00,2696098000.00,2781947000.00
0001755101,55,-117420.00,7834.00,716661.00,-14.988512,2715.0,7817.00,130124.00,,,258423.00,203709.00,2851767.00,2818503.00
0001755347,78,-10773.00,29355.00,15774.00,-0.366990,2589.0,24173.00,11451.00,-2048.00,4595.00,136352.00,133944.00,128735.00,131968.00
0001755953,61,-134953000.00,12338000.00,62118000.00,-10.937996,131.0,,,-44653000.00,-42510000.00,1106398000.00,8979000.00,1246512000.00,1303995000.00
0001756064,48,-1785000.00,2249000.00,2347000.00,-0.793686,55.0,73000.00,47000.00,-1416000.00,-4410000.00,3498000.00,,2501000.00,5893000.00
0001756262,38,27443000.00,143537000.00,173933000.00,0.191191,1080.0,88228000.00,101161000.00,-2855000.00,24533000.00,804076000.00,837530000.00,1068373000.00,1434820000.00
0001756390,28,2486000.00,127997000.00,116933000.00,0.019422,243.0,39561000.00,44882000.00,5939000.00,-19411000.00,900431000.00,916730000.00,907929000.00,872092000.00
0001757073,38,39000000.00,616900000.00,705500000.00,0.063219,1148.0,336000000.00,390100000.00,300000.00,-3300000.00,5350500000.00,5466400000.00,5679000000.00,5578000000.00
0001757715,36,-3341000.00,63000.00,18000.00,-53.031746,2735.0,50000.00,10000.00,-3868000.00,-363000.00,49542000.00,49818000.00,29565000.00,22198000.00
0001758009,73,-8286000.00,39000.00,3691000.00,-212.461538,2776.0,13000.00,-721000.00,-4431000.00,-9423000.00,153559000.00,242533000.00,1618920000.00,1620534000.00
0001758021,30,7820000.00,103624000.00,116947000.00,0.075465,693.0,40762000.00,41526000.00,7726000.00,7191000.00,294522000.00,312216000.00,287686000.00,282682000.00
0001758488,79,16837000.00,219630000.00,247631000.00,0.076661,957.0,,,10107000.00,9094000.00,746423000.00,708715000.00,707095000.00,709882000.00
0001758730,62,204101000.00,509677000.00,617764000.00,0.400452,2005.0,,,60207000.00,103829000.00,7267993000.00,7369961000.00,8189557000.00,8295749000.00
0001758766,73,-21148000.00,32512000.00,29000000.00,-0.650468,1568.0,10538000.00,10859000.00,8536000.00,-8317000.00,437359000.00,405081000.00,308887000.00,281880000.00
0001759186,61,-4056984.00,62874.00,113771.00,-64.525623,444.0,17718.00,68615.00,-2366167.00,-1758887.00,8908660.00,13453067.00,16153921.00,19786693.00
0001759425,28,-15183000.00,111585000.00,159882000.00,-0.136067,276.0,,,-1961000.00,-228763000.00,670754000.00,690245000.00,842813000.00,890916000.00
0001759509,73,-28849000.00,1450172000.00,1650489000.00,-0.019894,1391.0,,,287234000.00,307679000.00,5435069000.00,5667998000.00,9030053000.00,8889967000.00
0001759631,37,-19722000.00,489000.00,2832000.00,-40.331288,2741.0,12000.00,210000.00,-14004000.00,-12726000.00,263046000.00,240976000.00,203559000.00,190751000.00
0001759774,67,6281000.00,22150000.00,26648000.00,0.283567,815.0,,,10818000.00,10937000.00,646818000.00,654018000.00,759057000.00,792543000.00
0001759824,50,800000.00,423000000.00,410500000.00,0.001891,2214.0,115000000.00,109300000.00,-17500000.00,20800000.00,1480400000.00,1504500000.00,1336300000.00,1334600000.00
0001760026,59,134960.00,1364341.00,2639353.00,0.098920,466.0,943894.00,1766491.00,57109.00,102124.00,3821429.00,3980768.00,4488694.00,5009582.00
0001760233,59,-3167665.00,22277013.00,21357404.00,-0.142194,497.0,3581636.00,4245239.00,-688470.00,-36697.00,35483716.00,33901878.00,31841058.00,31018113.00
0001760689,36,15265000.00,116491000.00,60612000.00,0.131040,548.0,43016000.00,19156000.00,7169000.00,-22796000.00,951867000.00,982932000.00,1005448000.00,987496000.00
0001760965,23,31369000.00,423001000.00,613322000.00,0.074158,2486.0,,,77625000.00,46261000.00,1650539000.00,1675679000.00,2582672000.00,2650075000.00
0001761612,28,-70204000.00,9977000.00,887000.00,-7.036584,402.0,,,-86370000.00,-65925000.00,956868000.00,883894000.00,717597000.00,652396000.00
0001762303,38,-11827000.00,18514000.00,19251000.00,-0.638814,1550.0,15681000.00,15728000.00,-10309000.00,-10072000.00,79711000.00,69556000.00,56392000.00,51544000.00
0001763925,13,-144323.00,338222.00,112076.00,-0.426711,2127.0,,,32796.00,16375.00,10513436.00,10459620.00,9583036.00,9567275.00
0001764046,73,-20800000.00,593700000.00,585500000.00,-0.035035,1402.0,,,171200000.00,134700000.00,11490200000.00,11492700000.00,11069400000.00,10927100000.00
0001766368,34,1577000.00,135579000.00,144780000.00,0.011632,2251.0,,,8333000.00,-2756000.00,445570000.00,447702000.00,563640000.00,578072000.00
0001766400,80,12650000.00,209842000.00,285364000.00,0.060283,991.0,,,-21229000.00,-3405000.00,679521000.00,743623000.00,968179000.00,956484000.00
0001766502,59,76900000.00,3116000000.00,3357200000.00,0.024679,480.0,923800000.00,1011400000.00,86400000.00,108500000.00,3014500000.00,3060300000.00,3366400000.00,3303700000.00
0001767042,49,89186000.00,329642000.00,345759000.00,0.270554,1897.0,,,114328000.00,71182000.00,4435123000.00,4436122000.00,4318017000.00,4494642000.00
0001767258,34,11120000.00,103805000.00,117354000.00,0.107124,2172.0,43896000.00,51230000.00,3228000.00,7379000.00,285607000.00,294822000.00,382526000.00,394447000.00
0001768224,28,-16826000.00,29382000.00,2061000.00,-0.572664,311.0,,,-35138000.00,-19441000.00,344069000.00,331785000.00,271148000.00,245411000.00
0001768267,73,17352000.00,78010000.00,64192000.00,0.222433,1174.0,60181000.00,47296000.00,,,617528000.00,665546000.00,602043000.00,616951000.00
0001769624,62,-44202000.00,4781000.00,5030000.00,-9.245346,2709.0,,,-16178000.00,-2807000.00,50578000.00,45448000.00,35505000.00,34281000.00
0001769628,73,-27000000.00,982000000.00,2078000000.00,-0.027495,1396.0,,,61000000.00,2984000000.00,17833000000.00,21860383000.00,49302000000.00,55573000000.00
0001770501,79,-18542364.00,718722.00,3900603.00,-25.799077,2724.0,,,-9036985.00,-8517982.00,178417515.00,212882187.00,370555035.00,461347955.00
0001770787,38,-39328000.00,154883000.00,150843000.00,-0.253921,1428.0,105445000.00,106178000.00,34351000.00,26120000.00,918636000.00,903393000.00,1041365000.00,1015759000.00
0001771514,67,8571000.00,23355000.00,24598000.00,0.366988,782.0,,,10987000.00,10740000.00,1258729000.00,1247818000.00,1239651000.00,1397043000.00
0001771515,54,-22508000.00,1125567000.00,1166352000.00,-0.019997,2517.0,342445000.00,345199000.00,58938000.00,52558000.00,3173821000.00,3271437000.00,3091099000.00,2958009000.00
0001771706,28,2000000.00,24500000.00,106200000.00,0.081633,221.0,12400000.00,59300000.00,-3400000.00,11900000.00,278862918.00,277046864.00,817200000.00,928800000.00
0001771910,28,-28464000.00,23033000.00,20851000.00,-1.235792,337.0,,,-56334000.00,-29710000.00,321980000.00,272539000.00,323150000.00,291496000.00
0001772016,20,95100000.00,588000000.00,598700000.00,0.161735,1968.0,189800000.00,161700000.00,,,885200000.00,947500000.00,1060300000.00,1025400000.00
0001772177,58,-4589000.00,64894000.00,80018000.00,-0.070715,2575.0,,,,,403769000.00,410372000.00,443511000.00,460980000.00
0001772720,49,-1698000.00,23834000.00,23420000.00,-0.071243,2078.0,,,-9124000.00,-2697000.00,898479000.00,877987000.00,837273000.00,824368000.00
0001772921,55,16271000.00,483521000.00,442293000.00,0.033651,1854.0,,,,,1611546000.00,1643664000.00,1442035000.00,1375816000.00
0001773751,80,57897000.00,586010000.00,608104000.00,0.098799,980.0,430689000.00,396787000.00,109090000.00,89356000.00,707539000.00,891711000.00,2154705000.00,2267043000.00
0001774675,73,-11267000.00,99148000.00,94498000.00,-0.113638,1461.0,,,31298000.00,28940000.00,1106069000.00,1022486000.00,963118000.00,853011000.00
0001775194,61,-3587233.00,3160480.00,4557099.00,-1.135028,111.0,1559106.00,4350734.00,,,17529249.00,15067314.00,271144765.00,200373683.00
0001776661,73,-14621000.00,821792000.00,869601000.00,-0.017792,1388.0,,,-39627000.00,23728000.00,3106517000.00,3013353000.00,2793415000.00,2564850000.00
0001776909,78,79000.00,15090000.00,15161000.00,0.005235,2243.0,,,1922000.00,1210000.00,86182000.00,85252000.00,75731000.00,69156000.00
0001777319,87,-1709745.00,7162322.00,6220325.00,-0.238714,1972.0,1781602.00,1824107.00,-2953508.00,-879816.00,26654456.00,27819282.00,25028253.00,23788049.00
0001777393,36,-53840000.00,97640000.00,101819000.00,-0.551413,648.0,27986000.00,29622000.00,-32968000.00,-36560000.00,898175000.00,897608000.00,792245000.00,720989000.00
0001777835,61,11668000.00,211831000.00,148917000.00,0.055082,88.0,,,-176521000.00,-109707000.00,876751000.00,570468000.00,797637000.00,595795000.00
0001777921,73,3287000.00,93064000.00,117242000.00,0.035320,1319.0,69165000.00,85369000.00,495000.00,24260000.00,519055000.00,598848000.00,789181000.00,734190000.00
0001778129,01,12243000.00,64303000.00,65539000.00,0.190395,1792.0,34681000.00,34602000.00,8004000.00,8487000.00,607231000.00,600734000.00,557379000.00,549098000.00
0001779128,80,-5685000.00,35948000.00,67384000.00,-0.158145,1018.0,7053000.00,14117000.00,-246000.00,3885000.00,256675000.00,250550000.00,325472000.00,327618000.00
0001779474,73,2647000.00,44612000.00,43558000.00,0.059334,1292.0,,,5664000.00,-1289000.00,181866000.00,183829000.00,190667000.00,186408000.00
0001780201,59,-8118000.00,64155000.00,57531000.00,-0.126537,496.0,25841000.00,25948000.00,8322000.00,6900000.00,108198000.00,114341000.00,89364000.00,100485000.00
0001781162,37,-6185000.00,322000.00,3215000.00,-19.208075,2717.0,322000.00,1817000.00,-4175000.00,-5814000.00,9952000.00,11727000.00,40319000.00,45863000.00
0001781335,36,411000000.00,3350000000.00,3566000000.00,0.122687,550.0,,,190000000.00,413000000.00,11316000000.00,11178000000.00,10653000000.00,10542000000.00
0001781755,64,56017000.00,413405000.00,532235000.00,0.135502,2477.0,,,-63983000.00,-6073000.00,3534731000.00,3548707000.00,3862220000.00,5942628000.00
0001782107,28,-12570829.00,101630.00,21457.00,-123.692109,2749.0,45832.00,-1655.00,-1999680.00,-2121481.00,28181563.00,18775711.00,24926638.00,14832086.00
0001782170,73,12233000.00,361624000.00,452802000.00,0.033828,1321.0,,,80783000.00,81892000.00,1012871000.00,1100586000.00,1458713000.00,1385783000.00
0001782430,67,20206000.00,37333000.00,39984000.00,0.541237,734.0,,,18966000.00,17494000.00,787589000.00,834847000.00,885225000.00,878631000.00
0001783180,35,629000000.00,5218000000.00,5341000000.00,0.120544,801.0,,,483000000.00,79000000.00,37403000000.00,36447000000.00,37190000000.00,37186000000.00
0001783183,28,-78863000.00,28519000.00,58301000.00,-2.765279,362.0,24795000.00,46305000.00,-84930000.00,-15647000.00,378318000.00,294208000.00,259149000.00,305120000.00
0001783328,28,-36250000.00,2171000.00,982000.00,-16.697374,436.0,,,-37586000.00,-24279000.00,371118000.00,332709000.00,228789000.00,201991000.00
0001784058,75,-49366.00,30265.00,23736.00,-1.631125,2658.0,11621.00,17279.00,-23528.00,-58326.00,17129.00,13808.00,22140.00,22565.00
0001784254,48,-4683000.00,28030000.00,31386000.00,-0.167071,48.0,,,2057000.00,-2035000.00,325501000.00,317655000.00,291058000.00,274901000.00
0001784440,73,426798.00,1227070.00,750946.00,0.347819,1101.0,896145.00,485596.00,328309.00,-552107.00,873788.00,1394959.00,1707181.00,2330239.00
0001784535,73,-1266000.00,104745000.00,121123000.00,-0.012086,1377.0,65448000.00,90848000.00,-11178000.00,13022000.00,813968000.00,802283000.00,797423000.00,806582000.00
0001784570,37,-78017000.00,9599000.00,10133000.00,-8.127617,2684.0,7861000.00,5832000.00,-58262000.00,-95360000.00,666372000.00,,2106265000.00,2013102000.00
0001785056,36,-6312000.00,1356000.00,5141000.00,-4.654867,677.0,-304000.00,1609000.00,-3545000.00,-2587000.00,34170000.00,37816000.00,46843000.00,60644000.00
0001785279,28,-27820000.00,4127000.00,1248000.00,-6.740974,401.0,,,-22842000.00,-21175000.00,324599000.00,297866000.00,221103000.00,196953000.00
0001785424,73,-536000.00,71946000.00,79021000.00,-0.007450,1371.0,14349000.00,18199000.00,3438000.00,12212000.00,93171000.00,88535000.00,107866000.00,103999000.00
0001786117,67,2269000.00,14206000.00,18406000.00,0.159721,874.0,,,5828000.00,4360000.00,604995000.00,647397000.00,715874000.00,745126000.00
0001786352,73,-28946000.00,358217000.00,406563000.00,-0.080806,1439.0,291005000.00,331855000.00,,,9674206000.00,9632636000.00,10126434000.00,10078806000.00
0001786842,38,130100000.00,741100000.00,750600000.00,0.175550,1089.0,,,110400000.00,46500000.00,4310500000.00,4293300000.00,4368800000.00,4131300000.00
0001787306,28,-24529000.00,65846000.00,105398000.00,-0.372521,293.0,,,-30380000.00,2239000.00,348889000.00,344105000.00,432973000.00,460003000.00
0001788060,37,-26289000.00,34507000.00,35246000.00,-0.761845,1696.0,5585000.00,-1546000.00,-14354000.00,-39712000.00,247596000.00,,1050454000.00,1023719000.00
0001788230,20,-2451177.00,1091983.00,1712225.00,-2.244703,2664.0,271885.00,1169079.00,-2031264.00,-2453221.00,28000026.00,27063523.00,108758070.00,42770188.00
0001788451,64,12539000.00,94888000.00,193099000.00,0.132145,2481.0,,,10810000.00,31209000.00,395881000.00,,515337000.00,619364000.00
0001788882,63,23700000.00,349400000.00,393500000.00,0.067831,2453.0,,,26800000.00,9300000.00,1495700000.00,1585500000.00,1674500000.00,1684900000.00
0001788999,73,-16440000.00,114033000.00,114206000.00,-0.144169,1471.0,,,-22258000.00,-18015000.00,667760000.00,633476000.00,615829000.00,606946000.00
0001789029,37,-30418000.00,3368000.00,6262000.00,-9.031473,2687.0,310000.00,1941000.00,-30792000.00,-25848000.00,147489000.00,114549000.00,179701000.00,147300000.00
0001789832,13,237400000.00,382000000.00,390100000.00,0.621466,1735.0,,,202400000.00,253300000.00,4151000000.00,4263600000.00,4388300000.00,4317200000.00
0001789940,58,1113000.00,282240000.00,330959000.00,0.003943,2516.0,,,20138000.00,34456000.00,1514356000.00,1544138000.00,1742029000.00,1774055000.00
0001790169,51,-1619000.00,6866000.00,7274000.00,-0.235800,2567.0,535000.00,3146000.00,-2661000.00,-3847000.00,26227000.00,22395000.00,130235000.00,45190000.00
0001792044,28,-2882200000.00,3254300000.00,3517000000.00,-0.885659,321.0,1161200000.00,1157200000.00,535500000.00,388300000.00,41500900000.00,38474900000.00,37193100000.00,36834600000.00
0001792580,13,-89000000.00,2377000000.00,2532000000.00,-0.037442,1918.0,,,873000000.00,1056000000.00,19254000000.00,19614000000.00,20390000000.00,22294000000.00
0001792781,56,16027000.00,265965000.00,245800000.00,0.060260,2318.0,101402000.00,86818000.00,-18015000.00,11179000.00,488441000.00,451378000.00,400340000.00,402523000.00
0001792789,73,155000000.00,3032000000.00,4036000000.00,0.051121,1302.0,,,635000000.00,594000000.00,12845000000.00,13572000000.00,19659000000.00,19711000000.00
0001792849,13,90379000.00,272311000.00,215885000.00,0.331896,1753.0,,,157052000.00,54201000.00,3063288000.00,3093081000.00,3213714000.00,3126620000.00
0001793229,73,9742000.00,231330000.00,244678000.00,0.042113,1313.0,,,-30056000.00,-45779000.00,5150827000.00,5084524000.00,4888458000.00,4839299000.00
0001793659,79,14922000.00,262407000.00,370361000.00,0.056866,961.0,,,28712000.00,20114000.00,379466000.00,387017000.00,658512000.00,677285000.00
0001794515,73,50300000.00,305700000.00,310200000.00,0.164540,1214.0,258400000.00,259200000.00,119200000.00,114700000.00,6467600000.00,6406000000.00,6439500000.00,6369700000.00
0001794669,73,25000000.00,848000000.00,1121000000.00,0.029481,1327.0,,,96000000.00,134000000.00,5041000000.00,5003700000.00,8713000000.00,8757000000.00
0001794783,64,22059000.00,408160000.00,430933000.00,0.054045,2555.0,,,,,1279167000.00,1295833000.00,1352259000.00,1334710000.00
0001795139,01,42482000.00,279540000.00,300190000.00,0.151971,1805.0,143275000.00,143645000.00,74219000.00,75799000.00,2537012000.00,2569082000.00,2790056000.00,2831606000.00
0001795250,79,-78609000.00,280574000.00,386412000.00,-0.280172,1010.0,,,6348000.00,136241000.00,4515300000.00,4447618000.00,4209908000.00,4222686000.00
0001795586,61,9137000.00,518744000.00,647387000.00,0.017614,91.0,458326000.00,580313000.00,-25751000.00,87479000.00,1461037000.00,,1964605000.00,1950383000.00
0001796209,73,84000000.00,1719000000.00,1982000000.00,0.048866,1305.0,542000000.00,620000000.00,62000000.00,85000000.00,8152000000.00,8098000000.00,8936000000.00,8966000000.00
0001799191,80,-9911000.00,104406000.00,147441000.00,-0.094927,1011.0,,,-4988000.00,-2215000.00,172717000.00,164002000.00,164656000.00,168230000.00
0001799448,28,-19243000.00,311000.00,2830000.00,-61.874598,701.0,,,-20909000.00,-23128000.00,70094000.00,150699000.00,88533000.00,64558000.00
0001800227,73,24124000.00,481686000.00,422893000.00,0.050082,1303.0,,,,,9688644000.00,7187125000.00,7194917000.00,6820217000.00
0001800637,07,-3701000.00,538000.00,13286000.00,-6.879182,2693.0,90000.00,10397000.00,-6720000.00,1043000.00,54022000.00,45624000.00,106677000.00,127524000.00
0001800667,73,-22970000.00,122407000.00,153977000.00,-0.187653,1489.0,92226000.00,120377000.00,28792000.00,38356000.00,1129906000.00,1156229000.00,1341377000.00,1373208000.00
0001801169,65,-56000000.00,1153000000.00,720000000.00,-0.048569,2114.0,99000000.00,72000000.00,-279000000.00,-246000000.00,3126000000.00,3277000000.00,2407000000.00,2349000000.00
0001801170,63,-1274000.00,462331000.00,749189000.00,-0.002756,2536.0,,,-16293000.00,107895000.00,580742000.00,583717000.00,541011000.00,697728000.00
0001801368,10,-34778000.00,60810000.00,90649000.00,-0.571913,67.0,,,-63198000.00,-1909000.00,2333558000.00,2368124000.00,3864160000.00,3840203000.00
0001801602,73,-427000.00,5516000.00,5444000.00,-0.077411,1435.0,4310000.00,3586000.00,-86000.00,-229000.00,6825000.00,6875000.00,4629000.00,4280000.00
0001801661,73,-15473000.00,21897000.00,29105000.00,-0.706626,1573.0,,,-10931000.00,-6736000.00,374268000.00,359879000.00,293455000.00,287348000.00
0001802156,79,9679000.00,2617000.00,2162000.00,3.698510,703.0,,,5818000.00,-21689000.00,403397000.00,412449000.00,345634000.00,322403000.00
0001802255,59,13005000.00,329308000.00,336595000.00,0.039492,473.0,64349000.00,76309000.00,17550000.00,6062000.00,320810000.00,333998000.00,412658000.00,426941000.00
0001802457,28,-32623000.00,5430000.00,477000.00,-6.007919,399.0,,,-8439000.00,-4867000.00,378027000.00,348977000.00,157660000.00,135075000.00
0001802665,28,56245000.00,184733000.00,215387000.00,0.304466,159.0,152739000.00,170875000.00,33987000.00,27760000.00,999200000.00,1055535000.00,1271631000.00,1271824000.00
0001802768,28,534182000.00,568247000.00,630576000.00,0.940052,137.0,,,596076000.00,718233000.00,18222715000.00,17608256000.00,19620780000.00,19815415000.00
0001802974,07,6900000.00,380300000.00,290900000.00,0.018144,1726.0,28400000.00,20500000.00,,,997800000.00,1010500000.00,997700000.00,1008200000.00
0001803599,73,168867000.00,2372222000.00,2500391000.00,0.071185,1284.0,855899000.00,849657000.00,1408000.00,-83220000.00,11991438000.00,11895119000.00,10761086000.00,10674622000.00
0001803696,48,22835000.00,87670000.00,104772000.00,0.260465,5.0,,,57139000.00,58488000.00,1097961000.00,1087057000.00,1039303000.00,1002390000.00
0001803737,80,15900000.00,259900000.00,264800000.00,0.061177,990.0,,,17900000.00,35200000.00,1226000000.00,1235900000.00,1167100000.00,1178900000.00
0001803901,80,-1085000.00,52182000.00,61679000.00,-0.020793,1003.0,23281000.00,,-1239000.00,-4418000.00,138677000.00,134245000.00,134863000.00,136192000.00
0001803914,59,-6260000.00,28875000.00,30236000.00,-0.216797,498.0,19822000.00,20692000.00,-7620000.00,-8057000.00,284704000.00,270575000.00,292372000.00,285782000.00
0001803977,79,-4232044.00,251936.00,77570.00,-16.798092,2705.0,134742.00,75679.00,-759635.00,-660882.00,120836.00,201918.00,183516.00,1952826.00
0001804176,38,-18468000.00,21225000.00,26530000.00,-0.870106,1571.0,13380000.00,18285000.00,-11677000.00,-13894000.00,256082000.00,318412000.00,296533000.00,285922000.00
0001804745,75,54757000.00,447612000.00,484441000.00,0.122331,2052.0,,,76334000.00,57179000.00,5251795000.00,5292825000.00,4159920000.00,3457060000.00
0001805077,36,-52932000.00,10457000.00,56963000.00,-5.061872,678.0,-24539000.00,-44427000.00,-28924000.00,-119735000.00,260318000.00,263283000.00,885197000.00,799324000.00
0001805385,35,-14389000.00,32007000.00,46328000.00,-0.449558,921.0,19150000.00,23599000.00,-2539000.00,-3179000.00,268059000.00,255982000.00,304409000.00,304639000.00
0001805521,37,-43831000.00,316000.00,512000.00,-138.705696,2767.0,-21065000.00,-11378000.00,-20295000.00,-31472000.00,425400000.00,410584000.00,277862000.00,250141000.00
0001805526,61,-883000.00,287172.00,2664000.00,-3.074812,125.0,,,-785000.00,-9817000.00,4376000.00,4158049.00,307410000.00,229716000.00
0001805651,73,16780000.00,83507000.00,77029000.00,0.200941,1191.0,,,1733000.00,-2075000.00,259515000.00,239560000.00,218379000.00,201916000.00
0001805833,73,-13126000.00,74513000.00,37234000.00,-0.176157,1484.0,,,-15949000.00,-26134000.00,459129000.00,419154000.00,404972000.00,320325000.00
0001806201,61,762000.00,24393000.00,20491000.00,0.031238,90.0,18309000.00,15637000.00,-3838000.00,-764000.00,296368000.00,304223000.00,236679000.00,231087000.00
0001806347,20,-13069000.00,213796000.00,308825000.00,-0.061128,2084.0,29073000.00,45768000.00,-22121000.00,-11763000.00,1101780000.00,1138704000.00,1175978000.00,1115801000.00
0001806837,73,4486000.00,177062000.00,196646000.00,0.025336,1335.0,112994000.00,124869000.00,14805000.00,37975000.00,1166791000.00,1154144000.00,1270835000.00,1214368000.00
0001806952,28,-57367000.00,7000.00,2000.00,-8195.285714,2798.0,,,-54738000.00,-38510000.00,490859000.00,429798000.00,340052000.00,350626000.00
0001807166,73,-687722.00,30690.00,83332.00,-22.408667,2722.0,,,,,2136202.00,3809216.00,1997983.00,1492366.00
0001807616,70,-19376.00,8883.00,13255.00,-2.181245,2667.0,1382.00,5981.00,-8387.00,4570.00,86932.00,71077.00,21494.00,22105.00
0001807887,36,-1572525.00,2290282.00,915553.00,-0.686608,653.0,900491.00,-388451.00,-1157220.00,-1842774.00,17152147.00,16035299.00,9449602.00,10905197.00
0001808665,28,-13233000.00,26488000.00,9933000.00,-0.499585,304.0,,,-12538000.00,8563000.00,284732000.00,286426000.00,266970000.00,211299000.00
0001808834,73,56342000.00,668428000.00,742674000.00,0.084290,1274.0,,,209929000.00,171699000.00,1513767000.00,1469913000.00,1610408000.00,2042512000.00
0001809104,73,-8000000.00,548000000.00,534000000.00,-0.014599,1380.0,171000000.00,156000000.00,73000000.00,79000000.00,8193000000.00,7913000000.00,4568000000.00,4339000000.00
0001809519,73,23380000.00,202970000.00,194006000.00,0.115189,1253.0,,,9413000.00,11838000.00,1388067000.00,1295271000.00,1404058000.00,2021251000.00
0001809750,01,-2926000.00,2718000.00,3341000.00,-1.076527,2603.0,88000.00,,-3332000.00,251000.00,11915000.00,8535000.00,20596000.00,17479000.00
0001809987,38,8700000.00,202000000.00,257600000.00,0.043069,1163.0,96100000.00,119100000.00,35600000.00,18900000.00,2636000000.00,2625600000.00,3588100000.00,3535900000.00
0001810019,73,-38400000.00,665400000.00,678100000.00,-0.057710,1422.0,126900000.00,119100000.00,12600000.00,5100000.00,3054100000.00,2966100000.00,2799800000.00,2765400000.00
0001810806,73,-127935000.00,435000000.00,508238000.00,-0.294103,1517.0,321043000.00,156601000.00,13026000.00,71286000.00,6737407000.00,6645955000.00,6837606000.00,6521741000.00
0001811063,28,-59004000.00,3084000.00,83228000.00,-19.132296,440.0,990000.00,,-42627000.00,5069000.00,540626000.00,492489000.00,594822000.00,610241000.00
0001811074,67,150073000.00,195983000.00,236818000.00,0.765745,708.0,,,156726000.00,162008000.00,1248020000.00,1353292000.00,1623278000.00,1751453000.00
0001811210,37,-691933000.00,235048000.00,282465000.00,-2.943794,1736.0,,,-428613000.00,-1185659000.00,9647931000.00,9217969000.00,8386981000.00,7483168000.00
0001811935,59,29408000.00,540406000.00,773727000.00,0.054418,470.0,,,48400000.00,72581000.00,664422000.00,,947639000.00,967196000.00
0001812360,87,-1546980.00,3169920.00,5168036.00,-0.488019,2102.0,,,-1337591.00,-577898.00,41708071.00,47011380.00,44577873.00,45786134.00
0001812364,28,-84869000.00,7679000.00,3000000.00,-11.052090,416.0,,,-73210000.00,-51112000.00,871296000.00,799362000.00,621331000.00,699613000.00
0001812477,61,-34841000.00,47651000.00,36992000.00,-0.731170,107.0,276000.00,-26305000.00,-18841000.00,-64687000.00,663132000.00,,1296344000.00,1066711000.00
0001812727,64,-1407142.00,4236220.00,3826792.00,-0.332169,2621.0,,,197830.00,-571174.00,17315077.00,16823487.00,13548421.00,13787522.00
0001814114,38,-18921000.00,868000.00,110000.00,-21.798387,2720.0,,,-16616000.00,-22168000.00,76173000.00,59051000.00,114857000.00,100658000.00
0001814287,62,21026964.00,44139346.00,59390288.00,0.476377,1963.0,37030939.00,53082903.00,-61590694.00,91686413.00,874164752.00,856509285.00,902240258.00,829794585.00
