cik,net_income,net_income_prior,revenue,total_assets,stockholders_equity,total_liabilities
1782303,-15758000,,,191242000,136592000,54650000
1782430,1584000,,,834847000,19618000,747655000
1782524,29670000,,,3912171000,1817807000,2094364000
1783180,412000000,,,36447000000,,22249000000
1783183,-94316000,,28519000,294208000,-338376000,632584000
1783328,-34127000,,,332709000,210202000,122507000
1783398,-13679000,,613370000,14048433000,,12413084000
1783879,336000000,,927000000,27517000000,7953000000,19564000000
1784058,-49452,,30265,13808,-752164,765972
1784440,426798,,1227070,1394959,1262038,132921
1784535,8395000,,104745000,802283000,-52418000,834332000
1784700,5967000,,,881516000,388547000,492969000
1784970,193440425,,,483825640,421026654,62798986
1785056,-6603000,,1356000,37816000,13756000,24060000
1785279,-25039000,,,297866000,212658000,85208000
1785424,-5688000,,71946000,88535000,-51687000,140222000
1785530,-18089000,,,107236000,57307000,49929000
1786117,-1179000,,14206000,647397000,240949000,383612000
1786205,-62270000,,,648082000,416906000,231176000
1786352,-11589000,33548000,,9632636000,3870461000,5762175000
1786431,31000000,,,4839000000,2122000000,2717000000
1787297,-15405000,,,86006000,46706000,39300000
1787306,-25060000,,65846000,344105000,142658000,201447000
1787400,-31983000,,,470609000,378805000,91804000
1787414,730947,,,930191837,138253806,791938031
1787740,-1502000,,70000,3777000,3036000,741000
1788028,-21241000,,,57597000,42244000,15353000
1788230,-3033047,,1091983,27063523,-328976,27392499
1788841,-229000,,477000,1384000,-34302000,35686000
1788882,18400000,,349400000,1585500000,228700000,1244800000
1788999,-18366000,,114033000,633476000,,214574000
1789029,-34867000,,3368000,114549000,68812000,45737000
1789192,-1193000,,,7365000,3940000,3667000
1789769,-28200000,,,237449000,144912000,92537000
1789832,71600000,,382000000,4263600000,,3750700000
1789940,-829000,,,1544138000,596289000,947849000
1789972,-48501000,,,579681000,551839000,27842000
1790340,-15046132,,,50681297,41842920,8838377
1791145,4470000,,,1190012000,146616000,1043396000
1792509,-8974000,,,426348000,254793000,171555000
1792580,-159000000,,2377000000,19614000000,10080000000,9534000000
1792781,5940000,,,451378000,-183821000,635199000
1792789,193000000,,,13572000000,8389000000,5177000000
1792849,36335000,,,3093081000,1633394000,
1793229,-71319000,,,5084524000,14825000,5069699000
1793659,5319000,,,387017000,81310000,191656000
1794276,-6934,,,108882,-286575,395457
1794515,26800000,,,6406000000,1646100000,4759900000
1794669,17000000,,,5003700000,805200000,3987700000
1794776,-8389211,,,1362929722,515807254,847122468
1794783,26022000,53236000,408160000,1295833000,350212000,738008000
1795091,-3876859,,,4249931,-4186578,3636265
1795139,8306000,12679000,279540000,2569082000,1807156000,762741000
1795250,-81954000,-125950000,280574000,4447618000,2142064000,2305554000
1795815,16853000,,,3983090000,531384000,3451706000
1796209,35000000,,,8098000000,2982000000,5116000000
1796280,-30021000,,,242858000,219738000,23120000
1796949,-554708,-840917,0,1909745,1586219,297283
1798100,1691000,,45910000,2285278000,1306495000,971753000
1798562,-20588000,,,64485000,-16766000,81251000
1798749,-38169000,,,77533000,-83510000,2487000
1799011,-26908000,,828000,32795000,-5377000,38172000
1799191,-19585000,,,164002000,5069000,158933000
1799448,43088000,,,150699000,116445000,34254000
1799788,-2744780,,,2750835,200483,2550352
1800227,-216805000,,,7187125000,4713559000,
1800315,-2533000,,,15365000,13709000,1656000
1800373,-38536,-27452,0,191915,-85778,277693
1800637,-1626000,,538000,45624000,26822000,18802000
1800667,-18503000,,,1156229000,800036000,356193000
1801169,-85000000,,,3277000000,645000000,2632000000
1801170,-1274000,,462331000,583717000,336075000,247642000
1801368,-22648000,,,2368124000,1036111000,1332013000
1801417,-179458,,,12499236,-13312088,13690277
1801602,-751000,,5516000,6875000,-10359000,17234000
1801661,-17142000,,,359879000,156808000,203071000
1802156,-1923000,,2617000,412449000,-225198000,609348000
1802255,9448000,,329308000,333998000,,170781000
1802450,-121601000,,,1797675000,-60818000,2160172000
1802457,-26441000,,5430000,348977000,314608000,34369000
1802665,45560000,,,1055535000,720525000,335010000
1802768,239349000,,568247000,17608256000,,7819599000
1803096,-12794,,0,1556,-326960,363585
1803498,759309000,,,73751571000,41805719000,31945852000
1803599,70257000,,,11895119000,4033770000,7861349000
1803696,11814000,,87670000,1087057000,389470000,697587000
1803737,17800000,,,1235900000,543200000,662600000
1803901,318000,,,134245000,113418000,20827000
1803914,-9041000,,,270575000,-11379000,263788000
1803977,-34619413,,,201918,-38793552,4205617
1804176,-13967000,,,318412000,239696000,78716000
1805077,15136000,,,263283000,-942183000,694582000
1805284,-10000000,,,25250877000,,16667240000
1805385,-1689000,-15720000,32007000,255982000,121061000,134921000
1805521,-10278000,,,410584000,139808000,270776000
1805526,-778000,,287172,4158049,2848000,1310259
1805651,890000,,,239560000,-15806000,457291000
1805833,-15883000,,,419154000,67191000,351495000
1806201,617000,,,304223000,79829000,224394000
1806310,-21529000,,2302000,138362000,55059000,83303000
1806347,-27218000,,,1138704000,71411000,793529000
1806837,11130000,,,1154144000,200490000,953654000
1806952,-52195000,,7000,429798000,336521000,93277000
1807046,-8619000,,1739000,537351000,,241647000
1807120,-17715000,,0,237475000,227919000,9556000
1807166,-663418,-1121637,30690,3809216,3598262,
1807616,-18938,-5610,8883,71077,-182166,253243
1807765,-47314,,,1114230,417426,696804
1807887,-1680723,,,16035299,6847705,9187594
1807893,335829,,2896133,67698420,7658476,60039944
1808158,-30043000,,,144023000,125097000,18926000
1808220,-4408000,,,1382067000,241629000,
1808377,-1778703,,454501,7941255,7494014,447241
1808665,-13541000,,,286426000,108530000,177896000
1808805,-16613000,,,227690000,194435000,33255000
1808834,34718000,,668428000,1469913000,654448000,815465000
1808898,-14501000,-9552000,0,105209000,97570000,7639000
1809104,-25000000,,,7913000000,4229000000,3680000000
1809519,11052000,,,1295271000,654347000,640924000
1809750,-3324000,,2718000,8535000,1918000,6617000
1809987,300000,,,2625600000,1503800000,1068900000
1810019,-71500000,,,2966100000,-1073100000,4039200000
1810182,-30754000,,,120900000,88295000,32605000
1810546,-217666000,,,24986041000,3582934000,21403107000
1810560,-2051085,,,3970271,2880752,1089519
1810806,-77642000,,,6645955000,3186049000,3219317000
1811063,-53236000,,3084000,492489000,419460000,73029000
1811074,120652000,,,1353292000,1206257000,147035000
1811210,-366171000,,,9217969000,3183675000,4369527000
1811414,-114423000,,,1258892000,1108598000,150294000
1811999,68288,,0,52992,-2271137,2324129
1812360,-616458,,3169920,47011380,9709137,37358534
1812364,-77065000,,7679000,799362000,721081000,78281000
1812447,-3333694,,,24590613,9579445,15011168
1812554,251733000,,,30383135000,16269592000,14113543000
1812727,-1736882,,4236220,16823487,2616520,14206967
1813452,-2047167,,28031807,203785814,110727085,93058729
1813814,-23348000,,,275323000,222806000,52517000
1814114,-18755000,,868000,59051000,,42194000
1814215,-16611425,,0,1311473,-38977924,40289397
1814287,4639583,,44139346,856509285,,420930259
1815442,-65581000,,,918312000,786233000,132079000
1815776,-14619000,,,201252000,192010000,9242000
1815903,-2260022,,,17605366,-9584208,27189574
1815974,-1676169,-2463030,,14008484,13462452,546032
1816017,-23515000,,23876000,208846000,3715000,203291000
1816431,-19189000,,,271222000,246920000,24302000
1816581,-22017000,,,268587000,167943000,100644000
1816590,-17864000,,,319135000,195467000,123668000
1816708,3025000,,,51397000,-25806000,63397000
1816736,-34085000,,,709266000,660362000,48904000
1816937,-10263000,,123000,72410000,53510000,18900000
1817004,-8787534,,16272673,26027118,-5561668,31739251
1817229,-32486000,,,109312000,66069000,43243000
1817232,-28542,,33012,76626,-467906,544532
1817241,-20311000,,,191263000,168783000,22480000
1817358,46084000,133631000,,5180423000,1947232000,3233191000
1817511,-1841088,,287397,22914357,-662970,23791970
1817713,-23508000,,,1050772000,1012469000,38303000
1817760,-2134000,,23000,5910000,3787000,2123000
1817825,-1078000,,,147113000,53742000,93371000
1818093,-10096000,,,673820000,46062000,627758000
1818274,-1978165,,,8068655,6032402,2036253
1818331,-6529000,,,446430000,257405000,189025000
1818382,39139000,,,162553000,36043000,126510000
1818383,-1948000,,,239983000,7919000,281167000
1818502,-11372000,,,640072000,22550000,403308000
1818643,5599000,,115747000,1134672000,,1163131000
1818644,-8016000,,,28796000,16998000,11798000
1818794,-115361000,,,721074000,668973000,52101000
1818844,-10924952,,,96984688,7086931,14235733
1818874,71116000,,,37749286000,6678514000,31070772000
1819133,-39876000,,5392000,274306000,166756000,107550000
1819142,-12432000,,,305982000,269855000,36127000
1819253,13718000,,,123379000,-89981000,208205000
1819404,-10496000,,,83032000,34367000,30160000
1819411,-4530058,,,11624064,5779711,5844353
1819438,-18026000,,,53581000,12079000,41502000
1819493,-10186000,,5879000,87681000,24807000,62874000
1819516,-99313000,,,1090982000,-288106000,1370865000
1819576,-38367000,-38510000,,227429000,49713000,177716000
1819790,-25120000,,78335000,500750000,342458000,158292000
1819796,463000,,,579818000,-28325000,669492000
1819810,-2948000,,,314099000,-68064000,247429000
1819848,-82406000,,,1084018000,859441000,224577000
1819928,2361000,,,1248995000,1032433000,216562000
1819974,-7345000,,61296000,326763000,53407000,267327000
1819989,-38975000,,48959000,913792000,734795000,178997000
1819994,-60616000,,,1254973000,431294000,823679000
1820144,27019000,,,679445000,,359629000
1820190,-26080000,,5004000,78976000,-211484000,290460000
1820302,7710000,,,176346000,44059000,94787000
1820566,1622000,,,270130000,,395285000
1820721,16746000,,,1425758000,-97774000,1102158000
1820875,-1616000,,1224000,29252000,15597000,13655000
1820953,2804000,80360000,783135000,10436187000,2874916000,7561272000
1821159,-11362000,,,855981000,-36774000,433107000
1821160,-23897000,,,4549729000,,3349484000
1821175,1041058,,,6063855,648436,4646970
1821534,-12873000,,,263202000,241547000,21655000
1821586,-39944000,,,511262000,407520000,98681000
1821825,87000000,,1513000000,13156000000,542000000,12614000000
1822359,-9405315,,96033055,430792998,309337134,128868195
1822462,-18834000,,,258691000,-61652000,320343000
1822479,-13260000,,,3097528000,414091000,2683437000
1822492,-317000,,,2330917000,1182053000,1148864000
1822791,-751000,,81000,25314000,-4973000,30287000
1822928,2817000,,,1144161000,424585000,719576000
1822966,-14005000,,,618098000,704008000,88612000
1822993,-24000000,,3750000000,327193000000,10301000000,316668000000
1823000,5012997,,845250,202956382,-7857260,210813641
1823144,21500000,,,292300000,-87300000,379630000
1823239,-29945000,,,959751000,300614000,429478000
1823406,1831000,,,912496000,122279000,790217000
1823466,-4250000,,,299685000,98697000,198269000
1823584,1851000,7071000,700000,349396000,97402000,251994000
1823587,-6376000,,5593000,553671000,,402520000
1823608,25028000,,,8285227000,,7549231000
1823635,-64638,-143693,,2322703,489771,1832932
1823652,-48784000,,,304181000,76141000,228041000
1823794,-12672000,,,3602555000,255226000,3247329000
1823878,-2880000,,,313775000,244082000,69693000
1823945,7430000,,132556000,12286178000,2335536000,5856978000
1824293,-3046000,,,4042000,1205000,2837000
1824502,-93400000,,0,1214600000,1011300000,203300000
1824893,-26970000,,983000,114829000,5674000,109155000
1824920,-32252000,,,850074000,765048000,85026000
1825024,-15057000,,160698000,274478000,34218000,240260000
1825079,-25014000,,9320000,91318000,32800000,58517000
1825088,54903000,,989871000,3487992000,1292094000,2016624000
1825248,24859000,,,4176567000,1898833000,2200313000
1825265,14912000,,,1141741000,,540600000
1825384,30041000,,,2706565000,1259375000,1447190000
1825452,-794387,,2811943,9446646,3585500,4453144
1826000,-11250000,,,174142000,100170000,73972000
1826011,-3644000,,,33680214,2944000,30735344
1826397,-145000,,273000,16823818,6408000,10416832
1826457,46885000,,,393199000,275160000,118039000
1826470,-11661000,,,5121136000,1107330000,4013806000
1826600,-464000,,42603000,354226000,258187000,96039000
1826660,2562722,,15289578,133677892,127880767,5797125
1826667,-10375000,,,28625000,-34370000,62995000
1826681,22759000,,1710000,63301000,28299000,35002000
1826889,-5748000,,,152539000,24035000,128504000
1826892,-15334000,,,38290000,547000,37743000
1827090,4743000,,,1561011000,1084279000,476732000
1827821,-16172000,,,249460000,213515000,32675000
1827899,-712127,,,5870868,-3750393,3756512
1828016,30600000,,,3576600000,-117200000,3693800000
1828105,-47700000,,110300000,1540400000,322800000,1214700000
1828108,-208000000,,,2071000000,1785000000,286000000
1828161,-3819000,,,84061000,15528000,68533000
1828185,-19648000,,,141996000,115494000,26403000
1828318,-23510000,,,499045000,235143000,261261000
1828377,1249000,,,120434000,106837000,13597000
1828536,-21136000,,8534000,217441000,,102528000
1828588,1521000,,,2291527000,196643000,2094884000
1828673,-2196875,,,26285406,-8562048,34847454
1828748,-482429,,,3908251,,1910718
1828791,-1190000,,,394515000,36451000,137000000
1828805,1461000,-2895000,1255000,19361740,17997000,1364645
1828937,30209000,,165695000,29688856000,,29293970000
1828962,23914000,,,681654000,490174000,191480000
1828972,-12671000,,,203249000,93796000,106957000
1829247,-2017553,,,4085872,3246475,839397
1829280,-1125862,,,48600082,30047645,18552437
1829576,8953000,,,4700287000,401766000,4298521000
1829635,-12085413,,,13194375,10292698,2901677
1829794,-2460430,,462332,21728839,16739220,4989619
1829802,-6864000,,,38273000,31987000,6286000
1829864,21148000,,,985464000,520311000,465153000
1829953,142457,,,1983985,-170670,170670
1830033,8832000,,1580000,787338000,238213000,549125000
1830043,13444000,,,2508292000,814514000,1154051000
1830081,-2650193,,23706790,391122483,339609856,51512627
1830188,18180000,,,266227000,87101000,179126000
1830214,-90957000,,,1293463000,647427000,646036000
1831097,12112000,,,1932861000,,1432607000
1831359,-507977,,,1210214,-6069583,6237620
1831363,-23908000,,,339315000,326043000,13272000
1831481,-109544000,,,1562192000,280706000,1281486000
1831631,-21896000,,,6416714000,,5947416000
1831651,-282000,,,788421000,558928000,229493000
1831828,-51694000,,,610167000,534999000,75168000
1831840,849000,,,416501000,268694000,138343000
1831868,-3772000,,,14200000,565000,7032000
1831979,-3809700,,,11446805,-12835162,24281967
1832038,-16289000,,11304000,103744000,54149000,49595000
1832148,473000,,,76120000,,48744000
1832161,-5153000,-5933000,1000,2297529,-29447000,31072979
1832332,5193000,,,1660740000,-100130000,1759409000
1832466,-9114000,,926932000,895617000,108131000,786622000
1832483,-13217000,,,216594616,210164000,6430948
1832487,-3542865,,,22301029,-15394095,17661569
1832511,-20480000,,,783870000,63250000,662791000
1833197,-5962000,,,824585000,381142000,443443000
1833214,-5197000,,,38120062,21408000,16712563
1833498,2897000,,6707000,20722000,-1626000,22348000
1833756,50000000,,,4096000000,2571000000,
1833769,-9418000,,,53377000,43114000,10263000
1833835,-19472000,,401000000,4713432000,,3851547000
1834032,-446908,,,847246,-20403128,20456846
1834105,-1267000,,,20051000,3843000,13241000
1834376,-11378000,-13221000,,536648000,237964000,268943000
1834488,-7162000,,,1352077000,775100000,576976000
1834526,2907329,,,300487903,-14132135,14776019
1834584,107000000,,,15986000000,,11588000000
1834622,14333000,,,2984597000,1439379000,1545218000
1835022,-7306757,,257884,38404996,33369557,5035439
1835268,-10272000,,,92685000,82899000,9786000
1835385,148403,51127,,236839443,31953891,204885552
1835579,-6077000,,,130838000,-169600000,12588000
1835597,-30202000,,,127393000,91805000,35588000
1835632,177900000,,,20023700000,13312700000,6711000000
1835830,-14089000,,,1347311000,1063932000,283379000
1835856,-50557000,,,1004992000,-102145000,1107137000
1836295,-587259,,,11931,-1667936,1679867
1836754,2817465,1399046,,67099260,39277602,27821658
1836833,-12628000,,,658390000,444802000,213588000
1836875,-6873003,,934304,16477411,-3207399,19719217
1836981,-61986000,,,396268000,197795000,198473000
1837014,-40184000,,41344000,366065000,250670000,115395000
1837532,162617000,,,19118412000,,7748930000
1837607,9095000,,,13799000,-11323000,25122000
1837671,16050000,,,1113602000,992187000,121415000
1837686,-3916000,,,605716000,382534000,
1838126,186382000,,,19184601000,9638063000,9546538000
1838163,-3610230,,,17938478,3312256,14626222
1838359,42619000,,,269138000,207128000,62010000
1838406,-81979000,,,3123946000,1481794000,769213000
1838615,1910000,,,1212807000,665154000,240105000
1838876,-2271087,,315,472258,-6143994,6616252
1838987,4812000,,78413000,143198000,-92141000,235339000
1839285,-1700000,,3704000,11785000,8577000,3208000
1839341,576251000,-291149000,79525000,1498060000,-308818000,1806878000
1839530,39623000,,,98977000,-1417868000,119365000
1839839,10800000,,,1271800000,526800000,745000000
1840102,-140216,,298050,1566731,-699206,2265937
1840229,-2766697,,,4267313,-21791779,
1840233,-13265000,,,103716000,10700000,93016000
1840317,4299052,,14262,20007029,-11675924,31682953
1840439,-29262000,-29302000,,55055000,28737000,26318000
1840502,-8750000,,,1650782000,1008209000,
1840563,-1608455,,,8888780,8128512,760268
1840572,13292000,28307000,339882000,3195717000,-213729000,3282121000
1840748,-3479000,,,71156000,25784000,45372000
1840780,-37675000,,,447197000,-134454000,560194000
1840856,129932000,,,587536000,396993000,190543000
1840877,-4998000,,46000,10385000,-24224000,34609000
1840904,-26431000,,1555000,195783000,152053000,43509000
1841125,-5959000,,,8760000,-12436000,21196000
1841156,13813000,,,590888000,500395000,90493000
1841175,-76612819,,,490947704,480386204,10561500
1841330,-3563238,,,14658982,12978783,1680199
1841387,7379000,,,95905000,74675000,21230000
1841408,28812000,,107979000,315655000,199463000,116192000
1841425,-1247000,,,71289198,,3546295
1841514,10591000,,,647690000,541492000,106198000
1841666,347000000,,,18531000000,5436000000,
1841761,-3547000,,,59838000,-11648000,46714000
1841925,-34546000,,,909022000,405568000,477289000
1841968,4522000,,,877351000,,503096000
1842022,108000000,,303000000,10080000000,4642000000,5150000000
1842295,-32786000,,,332840000,292068000,40772000
1842556,-1752231,,4564598,103860046,11287742,71351890
1842563,22,,21264,131195,-44816,176011
1842566,23707985,,5503028,12931066,-23509549,36440615
1842718,7993000,,,1132352000,1035026000,97326000
1842939,-1505867,,,3337234,-3805285,7142519
1842952,-4577261,,,92965483,90982718,1982765
1843162,7614357,,,313698703,301018004,12680699
1843165,-2389650,,,9602996,7301812,
1843477,-476300,,,26176619,-1895948,2250890
1843656,-58755,,923223,15723265,13981369,1741896
1843714,-770000,,,2568000,-24213000,26781000
1843724,-19229000,,9483000,125835000,-1174000,127009000
1843973,-5449000,,,466756000,-281462000,495733000
1844392,-3069000,,5418000,13718000,-30204000,43922000
1844417,-2104311,,,2444268,-1830947,4275215
1844452,-11396000,,62524000,500014000,-136913000,172400000
1844505,-11136000,,,10864678,-20207000,31072036
1844862,-15151000,,6016000,419390000,397072000,22275000
1844971,-5564000,,,56714000,-58242000,114956000
1845149,-363640,,,5391442,-2756227,2793522
1845257,709000,,332970000,2104672000,1457099000,647573000
1845337,-35996000,,30761000,534356000,479512000,54844000
1845437,-119350000,,0,1838919000,,40392000
1845550,-364540,,,1863113,-5665716,5807911
1845815,20577000,,246617000,7550162000,750731000,6799431000
1846017,-2692000,,,2092206000,326663000,1765543000
1846069,-21952000,,,494962000,436069000,58893000
1846084,154000,,,165326000,-28850000,193717000
1846253,-18200000,,,306182000,273516000,32666000
1846416,1018007,-47952,,193708570,-6181491,8470297
1846510,8168000,,282864000,2480378000,-340056000,2817665000
1846576,-102000,,,522314000,381536000,140778000
1847064,-4447345,,,66154244,26025706,40128538
1847345,-15941328,-765710,,1965514,-7952742,9918256
1847367,-98963000,,,261298000,168314000,92984000
1847398,10567000,,,1933376000,327210000,1606166000
1847513,117665,,,183749,-101350,101350
1847590,-1744000,,,528749000,244115000,284634000
1847874,-3890000,,8235000,409531000,164456000,225536000
1847903,-26135000,,15000000,527845000,386247000,141598000
1847986,-6797000,,13356000,74224000,-15645000,86962000
1848334,-67241,-218757,6159,315108,-401323,
1848416,-11515000,,,1968982000,943381000,1027378000
1848437,287896,,,16091691,-14596304,14601694
1848672,-14890,,77,16207,-47404,63611
1848756,-3190203,,,75190637,-21368382,21661680
1849056,-9810000,,,302146000,269330000,32816000
1849089,11147000,,,827769000,359573000,468196000
1849253,-27642000,,690166000,9890039000,542518000,8832726000
1849380,-1902000,,137000,1732000,-16550000,18282000
1849466,643000,,,442209000,52755000,389454000
1849670,473000,,,467105000,50345000,417587000
1849820,-7567187,,,48481073,1521502,46959571
1849867,586000,,,271648000,80591000,191057000
1849894,62271000,,,5077359000,2435910000,2641449000
1850059,577698,,,71695640,-2426808,2583543
1850119,76560000,,,315609000,240439000,75170000
1850270,-16734000,,,406061000,-998553000,36084000
1850767,-440408,,,1550584,-2156524,3707108
1850787,7121000,,,308977000,298171000,10806000
1850902,-4645000,,,113993000,78605000,35388000
1850938,2965665,,,473959009,241746747,232212262
1851003,-21600000,,,1087565000,676597000,410968000
1851194,-27440000,,,253480000,231633000,21847000
1851322,50006000,259971000,,6622861000,3408329000,3214532000
1851909,-483071,,,27915446,-6954614,6990229
1851959,-990974,,,550477,-10273151,10717212
1851961,-6968000,,,17476000,-65626000,83102000
1852016,-1143492,,,8790603,-17350352,17404337
1852019,242125,,,19289113,-13658898,13702926
1852207,2454858,,,263519934,-8132998,9996087
1852244,-96000000,,,11322000000,2870000000,
1852889,-98559,,,18100900,-5106015,5354342
1852973,-4187588,,7224957,58397557,-4825308,63222865
1853047,-282614,,,1161927,-7219662,7468476
1853070,455000,,,23408000,-15833000,39241000
1853138,-128185000,,,557246090,-376634000,25592844
1853145,-7713000,,,1414100000,739569000,674531000
1853513,27000000,,,3090584000,1033895000,2056689000
1853816,-2303587,,,10005007,7301222,2703785
1853825,-308595,,,3179967,17636405,383744
1853962,-41205000,,,658968000,317958000,341010000
1854139,-5226000,,38023000,61974000,53730000,24669000
1854149,4017775,,,370256580,-22334448,22550925
1854270,-14112000,,,82778000,37859000,44919000
1854445,-1502202,25872,,20244730,16727907,3516823
1854463,-708544,,,3430116,-10760370,10832217
1854480,3522625,-4557626,10164,2437247,-15131237,
1854526,-493852,,0,110883,-405141,
1854795,-3351335,,,3646136,-29006639,29337767
1854963,-827199,,,6655102,-16949407,23604509
1854964,6297000,,13209000,427544000,394237000,26446000
1855175,-15990000,,,198264000,184768000,13496000
1855447,-7001000,,18839000,70639000,3775000,66864000
1855457,-14908000,,,445134000,-114899000,560033000
1855474,14878658,,,365605922,270182712,95423210
1855485,-4986000,,,15064000,6941000,7765000
1855509,-1610240,,3612291,23550268,17662578,5887690
1855644,-17442000,,,172496000,138200000,21092000
1855747,-9517000,,,187473000,-17173000,58781000
1855781,-73414953,,0,436270179,,102648
1856031,-10553000,,,1605538000,380714000,999197000
1856314,25405000,,,1111334000,116690000,985346000
1856365,3189000,,,804129000,177361000,626768000
1856437,-2000000,,,4580000000,645000000,3907000000
1856485,27000000,,,2763000000,908000000,
1856525,100000000,,,6278000000,1744000000,4457000000
1856725,-7264000,,,24125000,-3056000,29474000
1857044,-4532430,,,5411622,2799731,
1857086,-2670322,,5389230,20718673,-4565249,25283922
1857154,-33284000,,,3089323000,1101631000,1957906000
1857475,38912000,,,4516936000,1337814000,3038684000
1857816,27146000,,271906000,1091037000,412897000,678140000
1857853,-778000,,,825600000,279550000,546050000
1858681,442000000,,5548000000,395045000000,17976000000,362701000000
1858685,-4203000,,,16588000,469000,16119000
1858848,-26864000,,,143952000,119396000,24556000
1859007,-2256930,,,20985541,8130350,12855191
1859035,-181378,,,1211971,-3624537,3669837
1859199,-2849758,,925635,18538659,-972260,19503879
1859392,-295432000,,12976206000,1000,1000,
1859807,-2716000,,,1983584,-121916000,14298791
1860424,380599,,,555964374,247540836,308423538
1860484,-463778,,,837203,-3028453,3173203
1860514,-1276511,,,45818,-2339697,2385515
1860543,9248000,,,656293000,317562000,338731000
1860657,-2732000,,,29730000,18669000,11061000
1860742,-212000000,,,13428000000,6361000000,6995000000
1860871,-10367061,,,4073178,-7720096,11793274
1861063,-383100,,,9609963,-6018026,6233093
1861107,-12777000,,,213471000,180881000,32590000
1861560,-84582000,,,1105806000,1011057000,94749000
1861622,-3169804,,,18458622,13623592,4835030
1861657,-2541704,,,1661294,-814671,2475965
1861795,-107228000,,59191000,808657000,,372752000
1861841,-13818000,-12196000,40000,85038000,65722000,
1862150,-3852678,,,12469588,5930820,6538768
1862461,-4967000,,353981000,100454000,32752000,67935000
1862463,-308081,,,903419,-80850315,9944709
1863006,-8308000,,16828000,154562000,128607000,25955000
1863127,-28147000,,,343476000,323534000,19942000
1863990,-4436000,,,16416000,12916000,3500000
1864531,-3959440,,3321485,19395686,-3496997,22892683
1864943,-629092,,,68462232,21786524,47549401
1865107,-8350000,,,396569000,111479000,285090000
1865111,-200767,,,461384,-3947013,3987816
1865200,-37303924,,,1027658,-8607623,9201636
1865494,-22421000,,,45736000,26422000,19314000
1865506,-6361265,,8783695,47447889,-23077815,15892296
1865602,717494,,,103462502,-1993058,892890
1865631,-58579000,,1539000,268606000,6573000,262033000
1865782,29542000,,,5846945000,1687369000,4156378000
1865861,-78000,,,9222000,-2242000,
1866175,-2150000,,,9872334000,,5438436000
1866226,-17996000,,,12377442,-11361705,11554861
1866368,6510000,,,1285322000,1115830000,142715000
1866581,15353000,,,2765220000,599058000,1968918000
1866633,21152000,,,629647000,-49358000,679005000
1866692,-22231000,,,445788000,289460000,156328000
1866757,-466000,,,269650000,14928000,166678000
1866816,323665,,,26296308,11357747,14938561
1866838,-128366,,,3680088,-6575045,6577836
1867066,-4073000,,13139000,84962000,21541000,63421000
1867096,-9220000,,,315453000,-35128000,350581000
1867949,10041312,,,414665332,310780047,103885285
1868159,0,,1292000000,18768000000,8586000000,9122000000
1868275,118000000,,6788000000,52252000000,12956000000,38918000000
1868279,-64387000,,,215495000,202542000,12953000
1868419,-10248486,,3870050,31527131,12864492,22126857
1868516,-2512499,,1061284,123447940,63336833,47264171
1868726,465000,,,1770924000,878329000,892595000
1868778,1340000,,,5092100000,2278088000,2814012000
1869105,-22055000,-19687000,,195677952,-200033000,7390744
1869198,76142000,,,7313084000,2734471000,4578613000
1869453,48004000,,,5619978000,3245870000,2374108000
1869601,-89624,,,26435551,-6180910,6261889
1869699,-587548000,1410156000,,3939392000,3915458000,23934000
1870144,-1635064,,940,12282118,11377120,904998
1870267,1952000,,,413662000,212212000,201450000
1870404,-5105931,,,7991414,-329386,8320800
1870940,-2847000,,,203260000,76231000,125927000
1871181,-103321,,,570468,520814,49654
1871509,3313000,,,1499296000,406879000,1003890000
1871638,-147761000,,1007000,100203000,16710000,50432000
1872066,-176487,,79270,1694919,281623,1413296
1872228,-163101,,,1140160,-57518,1197678
1872292,-270340,,,8264,-13114954,10631241
1872525,-393000,,28694000,52161000,31272000,20889000
1873213,-6855,904,,28136,25636,2500
1873529,21157000,-133583000,,3718058000,884883000,2833175000
1873722,-278556,,,1187465,-2230412,3417877
1873835,-4542528,,,19892040,9593553,10298487
1873875,-3968000,-5894000,,16197000,7403000,8794000
1873923,-9361000,,,1327866000,753480000,573070000
1874071,5959000,,,3089836000,513886000,2575950000
1874097,-3911647,,47152,24349037,22142905,2206132
1874178,-545000000,,,15505000000,,9275000000
1874315,-32581000,,,61402000,-83092000,144494000
1874875,654517,,,19077473,5815723,13261750
1875444,4882000,,,1264942000,348828000,916114000
1875558,-5332000,,,30148000,20954000,9194000
1876255,5070000,,,986044000,,644712000
1876716,-60743,,,4560695,-7388123,7416493
1877322,67363000,,678138000,4217542000,1909728000,2267150000
1877461,-208339,,0,285,-2353554,2353839
1877557,-292501,,,14495017,-11871058,11877540
1877939,-1170047,,11664365,41106504,26096732,15009772
1878313,-4517259,,,11864652,4942525,6922127
1878897,-5985000,,,493943000,158238000,335767000
1879016,-30515000,,,414388000,306971000,99042000
1879270,-848583,,0,21549,,384032
1879293,9714,,780500,850134,-156864,1006998
1879403,-95716579,,14635774,21042854,-87501702,104419898
1879726,-6414627,,238494,33984265,19754929,14229336
1879814,-38289,,,45058203,-6426543,6506117
1879848,-3586000,,,57470000,9385000,48085000
1880319,56686000,,,2405146000,1216370000,1188776000
1880343,-2089208,,60214,99759847,74915493,24844354
1880431,-1172814,,,61317,-3220379,
1880438,-10649000,,,81343000,73329000,8014000
